Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
38.1,No,MALL_EAS,,MALL,Mallard - Eastern population,Canard colvert de l'est,,Anas platyrhynchos,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,MALL,,1320,01320,,,,
38.2,No,MALL_WES,,MALL,Mallard - Western population,Canard colvert de l'ouest,,Anas platyrhynchos,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,MALL,,1320,01320,,,,
38.3,No,ABMA_MAB,,ABMA,American Black Duck male/Mallard female pair,Couple canard noir (mâle) et canard colvert (femelle),,,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,,,,,,,,
38.4,No,ABMA_MAM,,ABMA,American Black Duck female/Mallard male pair,Couple canard noir (femelle) et canard colvert (mâle),,,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,,,,,,,,
38.5,No,ABDH,MBDH,ABMA,American Black Duck x Mallard hybrid,Hybride de canard noir et de canard colvert,,Anas rubripes x platyryhnchos,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,MBDH,HYNC,1326,01326,,,,
38.6,No,ABMA_HYA,,ABMA,American Black Duck/Mallard hybrid ABDU-like,Hybride de canard noir et de canard colvert - plutôt ABDU,,Anas rubripes x platyryhnchos,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,ABDX,,1337,,,,,
38.7,No,MBDX,,ABMA,Mallard x American Black Duck intermediate,,,Anas platyryhnchos x rubripes,No,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,MBDX,,1325,,,,,
38.7,No,ABMA_HYM,,ABMA,American Black Duck/Mallard hybrid MALL-like,Hybride de canard noir et de canard colvert - plutôt MALL,,Anas rubripes x platyryhnchos,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,MALX,,1327,,,,,
38.7,No,HYMA,,,Mallard hybrid,Canard colvert hybride,,Anas platyrhynchos x,No,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,,,,,,,,
39,Yes,MODU,,,Mottled Duck,Canard brun,Pato Tejano,Anas fulvigula,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,MODU,,1340,01340,,,,
40,Yes,HAWD,,,Hawaiian Duck,Canard des Hawaï,Ánade Hawaiano,Anas wyvilliana,No,DNO,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,Koloa,,,No,No,HAWD,,1321,01321,,,,
41,Yes,LAYD,LADU,,Laysan Duck,Canard de Laysan,Ánade de Laysan,Anas laysanensis,No,DNO,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,LADU,,1322,01322,,,,
42,Yes,ESBD,,,Eastern Spot-billed Duck,Canard de Chine,,Anas zonorhyncha,No,DNO,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,Anas poecilorhyncha,Spot-billed Duck,,,No,No,,,,01341,,,,
43,Yes,BWTE,,,Blue-winged Teal,Sarcelle à ailes bleues,Cerceta Ala Azul,Anas discors,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BWTE,SAAB,1400,01400,,,,
44,Yes,CITE,,,Cinnamon Teal,Sarcelle cannelle,Cerceta Canela,Anas cyanoptera,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,CITE,,1410,01410,,,,
45,Yes,NSHO,,,Northern Shoveler,Canard souchet,Pato Cucharón-Norteño,Anas clypeata,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,NSHO,CASO,1420,01420,,,,
46,Yes,WCHP,WHIP,,White-cheeked Pintail,Canard des Bahamas,Anade Gargantillo,Anas bahamensis,No,DNO,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,WHIP,,1431,01431,,,,
47,Yes,NOPI,,,Northern Pintail,Canard pilet,Pato Golondrino,Anas acuta,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,NOPI,CAPI,1430,01430,,,,
48,Yes,GARG,,,Garganey,Sarcelle d'été,Cerceta Ceja Blanca,Anas querquedula,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,GARG,,1392,01392,,,,
49,Yes,BATE,,,Baikal Teal,Sarcelle élégante,Cerceta del Baikal,Anas formosa,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BATE,,1391,01391,,,,
50,Yes,GWTE,,,Green-winged Teal,Sarcelle d'hiver,Cerceta Ala Verde,Anas crecca,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Green-winged Teal,Sarcelle à ailes vertes,WF,No,No,AGWT,SAHI,1390,01390,,,,
50.1,No,TEAL_UNI,UNTE,,Unidentified Teal,Sarcelle non identifiée,,Anas sp.,No,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,UNTE,,1401,,,,,
50.1,No,GWTE_EAS,,GWTE,Green-winged Teal - Eastern population,Sarcelle d'hiver de l'est,,Anas crecca,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Green-winged Teal,Sarcelle à ailes vertes,WF,No,No,AGWT,,1390,01390,,,,
50.2,No,GWTE_WES,,GWTE,Green-winged Teal - Western population,Sarcelle d'hiver de l'ouest,,Anas crecca,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Green-winged Teal,Sarcelle à ailes vertes,WF,No,No,AGWT,,1390,01390,,,,
51,Yes,CANV,,,Canvasback,Fuligule à dos blanc,Pato Coacoxtle,Aythya valisineria,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon à dos blanc,WF,No,No,CANV,FUDB,1470,01470,,,,
52,Yes,REDH,,,Redhead,Fuligule à tête rouge,Pato Cabeza Roja,Aythya americana,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon à tête rouge,WF,No,No,REDH,FUTR,1460,01460,,,,
53,Yes,COMP,CPOC,,Common Pochard,Fuligule milouin,Porrón Europeo,Aythya ferina,No,UNK,Uncertain origin,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,CPOC,,1461,01461,,,,
54,Yes,RNDU,,,Ring-necked Duck,Fuligule à collier,Pato Pico Anillado,Aythya collaris,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon à collier,WF,No,No,RNDU,FUCO,1500,01500,,,,
54.1,No,RNDU_EAS,,RNDU,Ring-necked Duck - Eastern population,Fuligule à collier de l'est,,Aythya collaris,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon à collier,WF,No,No,RNDU,,1500,01500,,,,
54.2,No,RNDU_WES,,RNDU,Ring-necked Duck - Western population,Fuligule à collier de l'ouest,,Aythya collaris,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Morillon à collier,WF,No,No,RNDU,,1500,01500,,,,
55,Yes,TUDU,,,Tufted Duck,Fuligule morillon,Porrón Moñudo,Aythya fuligula,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,TUDU,,1491,01491,,,,
56,Yes,GRSC,,,Greater Scaup,Fuligule milouinan,Pato Boludo-Mayor,Aythya marila,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Grand Morillon,WF,No,No,GRSC,FUMI,1480,01480,,,,
57,Yes,LESC,,,Lesser Scaup,Petit Fuligule,Pato Boludo-Menor,Aythya affinis,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Petit Morillon,WF,No,No,LESC,PEFU,1490,01490,,,,
57.1,No,GRLS_UNI,,,Unidentified Greater/Lesser Scaup,,,,,BRE,,,,,,,,,,,,,,,No,No,,,,01489,,,,
58,Yes,STEI,,,Steller's Eider,Eider de Steller,Eider Menor,Polysticta stelleri,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,STEI,,1570,01570,,,,
59,Yes,SPEI,,,Spectacled Eider,Eider à lunettes,Eider de Anteojos,Somateria fischeri,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,SPEI,,1580,01580,,,,
60,Yes,KIEI,,,King Eider,Eider à tête grise,Eider Real,Somateria spectabilis,Yes,BRE,Nesting,,Sensitive,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,KIEI,EITG,1620,01620,,,,
60.1,No,KIEI_EAS,,KIEI,King Eider - Eastern population,Eider à tête grise de l'est,,Somateria spectabilis,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,KIEI,,1620,01620,,,,
60.2,No,KIEI_WES,,KIEI,King Eider - Western population,Eider à tête grise de l'ouest,,Somateria spectabilis,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,KIEI,,1620,01620,,,,
61,Yes,COEI,,,Common Eider,Eider à duvet,Eider Común,Somateria mollissima,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COEI,EIDU,1590,01590,,,,
61.1,No,COEI_NOR,,COEI,Common Eider - Northern race,Eider à duvet (boréale),,Somateria mollissima borealis,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,Greenland Eider,,WF,No,No,COEI,,1590,01590,,,,
61.2,No,COEI_PAC,,COEI,Common Eider - Pacific race,Eider à duvet (Pacifique),,Somateria mollissima v-nigrum,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COEI,,1590,01590,,,,
61.3,No,COEI_AME,,COEI,Common Eider - American or Southern race,Eider à duvet (Atlantique),,Somateria mollissima dresseri,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Eider,,WF,No,No,COEI,,1590,01590,,,,
61.4,No,COEI_HUD,,COEI,Common Eider - Hudson Bay race,Eider à duvet (baie d'Hudson),,Somateria mollissima sedentaria,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COEI,,1590,01590,,,,
62,Yes,HADU,HARD,,Harlequin Duck,Arlequin plongeur,Pato Arlequín,Histrionicus histrionicus,Yes,BRE,Nesting,,Sensitive,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Canard arlequin,WF,No,No,HARD,ARPL,1550,01550,,,,
62.1,No,HADU_EAS,HARD_EAS,HADU,Harlequin Duck - Eastern population,Arlequin plongeur de l'est,,Histrionicus histrionicus,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,HARD,,1550,01550,,,,
62.2,No,HADU_WES,,HADU,Harlequin Duck - Western population,Arlequin plongeur de l'ouest,,Histrionicus histrionicus,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,HARD,,1550,01550,,,,
63,Yes,LABD,,,Labrador Duck,Eider du Labrador,Pato del Labrador,Camptorhynchus labradorius,No,EXT,Breeding endemic,,Extinct,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Canard du Labrador,WF,No,No,,,,,,,,
64,Yes,SUSC,,,Surf Scoter,Macreuse à front blanc,Negreta Nuca Blanca,Melanitta perspicillata,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à front blanc,WF,No,No,SUSC,MAFB,1660,01660,,,,
64.1,No,SUSC_EAS,,SUSC,Surf Scoter - Eastern population,Macreuse à front blanc de l'est,,Melanitta perspicillata,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à front blanc,WF,No,No,SUSC,,1660,01660,,,,
64.2,No,SUSC_WES,,SUSC,Surf Scoter - Western population,Macreuse à front blanc de l'ouest,,Melanitta perspicillata,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à front blanc,WF,No,No,SUSC,,1660,01660,,,,
65,Yes,WWSC,,,White-winged Scoter,Macreuse brune,Negreta Ala Blanca,Melanitta fusca,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à ailes blanches,WF,No,No,WWSC,MABR,1650,01650,,,,
65.1,No,WWSC_EAS,,WWSC,White-winged Scoter - Eastern population,Macreuse brune de l'est,,Melanitta fusca,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à ailes blanches,WF,No,No,WWSC,,1650,01650,,,,
65.2,No,WWSC_WES,,WWSC,White-winged Scoter - Western population,Macreuse brune de l'ouest,,Melanitta fusca,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Macreuse à ailes blanches,WF,No,No,WWSC,,1650,01650,,,,
66,Yes,BLSC,,,Black Scoter,Macreuse à bec jaune,Negreta Negra,Melanitta americana,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Scoter,Macreuse noire,WF,No,No,BLSC,MANO,1630,01630,,,,
66.1,No,BLSC_EAS,,BLSC,Black Scoter - Eastern population,Macreuse à bec jaune de l'est,,Melanitta americana,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Scoter,Macreuse noire,WF,No,No,BLSC,,1630,01630,,,,
66.2,No,BLSC_WES,,BLSC,Black Scoter - Western population,Macreuse à bec jaune de l'ouest,,Melanitta americana,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,American Scoter,Macreuse noire,WF,No,No,BLSC,,1630,01630,,,,
66.3,No,SCOT_UNI,,,Unidentified Scoter,Macreuse,,,,BRE,,,,,,,,,,,,,,,No,No,,,,01657,,,,
67,Yes,LTDU,,,Long-tailed Duck,Harelde kakawi,Pato Cola Larga,Clangula hyemalis,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,Oldsquaw,Canard kakawi,WF,No,No,LTDU,HAKA,1540,01540,,,,
68,Yes,BUFF,,,Bufflehead,Petit Garrot,Pato Monja,Bucephala albeola,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BUFF,PEGA,1530,01530,,,,
68.1,No,BUFF_EAS,,BUFF,Bufflehead - Eastern population,Petit Garrot de l'est,,Bucephala albeola,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BUFF,,1530,01530,,,,
68.2,No,BUFF_WES,,BUFF,Bufflehead - Western population,Petit Garrot de l'ouest,,Bucephala albeola,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BUFF,,1530,01530,,,,
69,Yes,COGO,,,Common Goldeneye,Garrot à oeil d'or,Pato Chillón,Bucephala clangula,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COGO,GAOO,1510,01510,,,,
69.1,No,COGO_EAS,,COGO,Common Goldeneye - Eastern population,Garrot à oeil d'or de l'est,,Bucephala clangula,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COGO,,1510,01510,,,,
69.2,No,COGO_WES,,COGO,Common Goldeneye - Western population,Garrot à oeil d'or de l'ouest,,Bucephala clangula,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,COGO,,1510,01510,,,,
70,Yes,BAGO,,,Barrow's Goldeneye,Garrot d'Islande,Porrón Islándico,Bucephala islandica,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Garrot de Barrow,WF,No,No,BAGO,GAIS,1520,01520,,,,
70.1,No,BAGO_EAS,,BAGO,Barrow's Goldeneye - Eastern population,Garrot d'Islande de l'est,,Bucephala islandica,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BAGO,,1520,01520,,,,
70.2,No,BAGO_WES,,BAGO,Barrow's Goldeneye - Western population,Garrot d'Islande de l'ouest,,Bucephala islandica,,BRE,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,BAGO,,1520,01520,,,,
70.3,No,COBA_UNI,,,Unidentified Common Goldeneye/Barrow's Goldeneye,,,,,BRE,,,,,,,,,,,,,,,No,No,,,,01512,,,,
71,Yes,SMEW,,,Smew,Harle piette,Serreta Chica,Mergellus albellus,No,ACC,Accidental,,Accidental,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,WF,No,No,,,,01311,,,,
72,Yes,HOME,,,Hooded Merganser,Harle couronné,Mergo Cresta Blanca,Lophodytes cucullatus,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Bec-scie couronné,WF,No,No,HOME,HACO,1310,01310,,,,
73,Yes,COME,,,Common Merganser,Grand Harle,Mergo Mayor,Mergus merganser,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Grand Bec-scie,WF,No,No,COME,GRHA,1290,01290,,,,
74,Yes,RBME,,,Red-breasted Merganser,Harle huppé,Mergo Copetón,Mergus serrator,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Bec-scie à poitrine rousse,WF,No,No,RBME,HAHU,1300,01300,,,,
75,Yes,MADU,,,Masked Duck,Érismature routoutou,Pato Enmascarado,Nomonyx dominicus,No,DNO,,,,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,MADU,,1680,01680,,,,
76,Yes,RUDU,,,Ruddy Duck,Érismature rousse,Pato Tepalcate,Oxyura jamaicensis,Yes,BRE,Nesting,,Secure,,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,Canard roux,WF,No,No,RUDU,ERRO,1670,01670,,,,
76.1,No,UNDD,,,Domestic duck,Canard domestique,,,No,BRE,,,,DOM,Anatidae,Anatidés,"Ducks, Geese, Swans","Canards, oies, cygnes",Anatinae,Anseriformes,,,,,No,No,,,,,,,,
77,Yes,PLCH,,,Plain Chachalaca,Ortalide chacamel,Chachalaca Vetula,Ortalis vetula,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,03110,,,,
78,Yes,GHEC,,,Gray-headed Chachalaca,Ortalide à tête grise,Chachalaca Cabecigrís,Ortalis cinereiceps,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,,,,,
79,Yes,RVCH,,,Rufous-vented Chachalaca,Ortalide à ventre roux,Chachalaca Culirroja,Ortalis ruficauda,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,,,,,
80,Yes,RBEC,,,Rufous-bellied Chachalaca,Ortalide à ventre marron,Chachalaca Vientre Castaño,Ortalis wagleri,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10572,,,,
81,Yes,WMCH,,,West Mexican Chachalaca,Ortalide de Wagler,Chachalaca Pálida,Ortalis poliocephala,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10570,,,,
82,Yes,WBCH,,,White-bellied Chachalaca,Ortalide à ventre blanc,Chachalaca Vientre Blanco,Ortalis leucogastra,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10571,,,,
83,Yes,CRGU,,,Crested Guan,Pénélope panachée,Pava Cojolita,Penelope purpurascens,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10600,,,,
84,Yes,BLAG,,,Black Guan,Pénélope unicolore,Pava Negra,Chamaepetes unicolor,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,,,,,
85,Yes,HIGU,,,Highland Guan,Pénélope pajuil,Pajuil,Penelopina nigra,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10590,,,,
86,Yes,HOGU,,,Horned Guan,Oréophase cornu,Pavón,Oreophasis derbianus,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10610,,,,
87,Yes,GRCU,,,Great Curassow,Grand Hocco,Hocofaisán,Crax rubra,No,DNO,,,,,Cracidae,Cracidés,"Chachalacas, Curassows, Guans","Ortalides, pénélopes, oréophases, hoccos",,Galliformes,,,,,No,No,,,,10620,,,,
88,Yes,HELG,,,Helmeted Guineafowl,Pintade de Numidie,Pintada Común,Numida meleagris,No,DNO,,,,,Numididae,Numididés,Guineafowl,Pintades,,Galliformes,,,,,No,No,,,,02961,,,,
88.1,Yes,TFQU,,,Tawny-faced Quail,Colin ceinturé,Colín Carirrufo,Rhynchortyx cinctus,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,,,,,
88.2,Yes,MOUQ,,,Mountain Quail,Colin des montagnes,Codorniz de Montaña,Oreortyx pictus,No,EXP,"Established exotic, but now extirpated",,,INT,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,LA,No,No,,,,02920,,,,
88.3,Yes,BEWP,,,Bearded Wood-Partridge,Colin barbu,Codorniz-Coluda Veracruzana,Dendrortyx barbatus,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,10650,,,,
88.4,Yes,LTWP,,,Long-tailed Wood-Partridge,Colin à longue queue,Codorniz-Coluda Neovolcánica,Dendrortyx macroura,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,10640,,,,
88.5,Yes,BCWP,,,Buffy-crowned Wood-Partridge,Colin à sourcils blancs,Codorniz-Coluda Centroamericana,Dendrortyx leucophrys,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,10660,,,,
88.6,Yes,BAQU,,,Banded Quail,Colin barré,Codorniz Rayada,Philortyx fasciatus,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,10770,,,,
88.9,Yes,NOBO,,,Northern Bobwhite,Colin de Virginie,Codorniz Cotuí,Colinus virginianus,No,BRE,Nesting,,At Risk,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,LA,No,No,,,,02890,,,,
89,Yes,BTBO,,,Black-throated Bobwhite,Colin à gorge noire,Codorniz Yucateca,Colinus nigrogularis,No,DNO,,,,,Odontophoridae,Odontophoridés,Quails,Colins,,Galliformes,,,,,No,No,,,,10760,,,,
